id,name,lat,lon
6423,Hôpital général juif (de la Côte Ste-Catherine / Légaré),45.496302,-73.629822
6424,Square Chaboillez (St-Jacques / de la Cathédrale),45.49656304,-73.56491715
6425,Métro de l'Église (Ross / de l'Église),45.46284605,-73.56592163
6426,Métro Verdun (Willibrord / de Verdun),45.45948769,-73.57209206
6427,Métro Lasalle (de Rushbrooke / Caisse),45.47069643,-73.56542241
6428,Berlioz / de l'Île des Soeurs,45.45998578,-73.54395568
6429,Place du Commerce,45.46714,-73.54259
6432,de Maisonneuve / Greene,45.48697062,-73.58929306
6433,Hillside / Ste-Catherine,45.48282603,-73.59084338
6434,Victoria / de Maisonneuve,45.47742856,-73.60016942
6435,Victoria Hall,45.48129147,-73.60033035
6436,Argyle / Sherbrooke,45.48580087,-73.59579743
6501,Metro Jean-Drapeau (Chemin Macdonald),45.51280058,-73.53111595
6502,Casino de Montréal,45.5063732,-73.52457672
6503,Métro Parc  (Ogilvy / Hutchison),45.5303513,-73.62439245
6504,La Ronde,45.52156537,-73.53533238
6700,de la Salle / Ste-Catherine,45.54996329,-73.53443384
6701,Stanley / Sherbrooke,45.50104111,-73.57717752
6702,Métro Assomption (Chauveau / de l'Assomption),45.569789,-73.548081
6703,Jardin Botanique (Pie-IX / Sherbrooke),45.55500446,-73.55535507
6704,19e avenue / St-Zotique,45.561594,-73.585643
6705,5e avenue / Bannantyne,45.456365,-73.57614
6706,Beatty / de Verdun,45.45072998,-73.57257485
6707,Métro Jolicoeur (Drake / de Sève),45.45608546,-73.5819371
6708,Place Jean-Paul Riopelle (Viger / de Bleury),45.5035708,-73.56099039
6709,Le Caron / Marc-Sauvalle,45.461685,-73.584039
6710,Chambord / Fleury,45.55982812,-73.65832508
6711,Alexandra / Waverly,45.531938,-73.617842
6712,LaSalle / Crawford,45.4379138,-73.58274043
6713,29e avenue / St-Zotique,45.56776565,-73.57968807
6714,LaSalle / 90e avenue,45.41714742,-73.6442247
6715,Natatorium (LaSalle / Rolland),45.44454701,-73.57509077
6716,Francis / Fleury,45.56387237,-73.65556777
6717,de Kent / Victoria,45.49456403,-73.63870203
6718,Grand Boulevard / Sherbrooke,45.466569,-73.623295
6719,Park Row O / Sherbrooke,45.46072936,-73.63407254
6720,Ontario / Viau,45.5594818,-73.535496
6721,Métro Cadillac (de Cadillac / Sherbrooke),45.57696323,-73.54683638
6722,du Quesne / Pierre-de-Coubertin,45.5749844,-73.53884876
6723,26e avenue / Beaubien,45.564944,-73.577639
6724,Léa-Roback / Sir-Georges-Etienne-Cartier,45.47166863,-73.58264387
6725,Métro Monk (Allard / Beaulieu),45.45085122,-73.5940272
6726,Hamel / Sauvé,45.56076193,-73.65056142
6727,de la Sucrerie / Centre,45.48408129,-73.56091797
6728,d'Outremont / Ogilvy,45.52687028,-73.62672329
6729,St-André / Ste-Catherine,45.51642655,-73.55811238
6730,35e avenue / Beaubien,45.570081,-73.573047
6731,28e avenue / Rosemont,45.564353,-73.571244
6732,Fortune / Wellington,45.477923,-73.559038
6733,Villeray / de Normanville,45.54717204,-73.61852109
6734,Lajeunesse / Villeray,45.54211889,-73.6225471
6735,Parc François-Perreault (F-Perreault / LO David),45.56157384,-73.601017
6736,Métro Henri-Bourassa (Henri-Bourassa / Millen),45.55675103,-73.66716161
6737,Jacques-Casault / Christophe-Colomb,45.552123,-73.630103
6738,Union / René-Lévesque,45.50235036,-73.5665828
6739,Pierre-de-Coubertin / Langelier,45.58031455,-73.53531361
6741,Canning / Notre-Dame,45.48631864,-73.57023329
6742,St-Patrick / Briand,45.46339729,-73.59643579
6743,St-Marc / Sherbrooke,45.494514,-73.583368
6744,Hamilton / Jolicoeur,45.456355,-73.597557
6745,de l'Épée / Jean-Talon,45.52793196,-73.62380505
6746,Métro Acadie (de l'Acadie / Beaumont),45.52357479,-73.62344295
6747,Waverly / St-Zotique,45.53050526,-73.61470833
6748,Young / Wellington,45.49282531,-73.55797827
6749,St-Jacques / St-Laurent,45.50642115,-73.55646551
6750,de Mentana / Gilford,45.52872356,-73.58385891
6752,Hutchison / Beaubien,45.52605851,-73.61296892
6753,Centre ÉPIC (St-Zotique / 40e avenue),45.57414704,-73.57462138
6754,Eadie / Dubois,45.45759682,-73.5905286
6901,Gare d'autocars de Montréal (Berri / Ontario),45.51689677,-73.56394887
6902,Montcalm / Ontario,45.52108104,-73.56227517
6903,St-Dominique / Napoléon,45.51671478,-73.57738137
6904,de Drucourt / Garnier,45.54071151,-73.59635532
6905,Parc Rosemont (Dandurand / d'Iberville),45.544377,-73.581018
6906,Métro Rosemont (de St-Vallier / Rosemont),45.53195486,-73.59816045
6907,Boyer / Rosemont,45.534136,-73.595478
6908,de Bellechasse / de St-Vallier,45.53341043,-73.60112429
6910,Boyer / Beaubien,45.537041,-73.602026
6912,Métro Beaubien (de Chateaubriand / Beaubien),45.53535996,-73.60363483
6913,Drolet / Beaubien,45.533348,-73.605834
6915,Alma / Beaubien,45.53243586,-73.606655
6916,Parc du Pélican (2e avenue / St-Joseph),45.544513,-73.571564
6917,Basile-Routhier / Chabanel,45.54986843,-73.64765659
6918,Garnier / des Carrières,45.53755266,-73.58993948
6919,Bibliothèque de Rosemont (9e avenue / Rosemont),45.55201648,-73.5818553
6921,Augustin-Cantin / Shearer,45.48401829,-73.5634366
6923,Marquette / Jean-Talon,45.54740778,-73.60766888
6924,de Bordeaux / Jean-Talon,45.54975479,-73.60556602
